"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Oct 22 16:47:48 UTC 2025","Wed Oct 22 16:47:48 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_tensor_core_speedup",""
"skipped","Wed Oct 22 16:47:47 UTC 2025","Wed Oct 22 16:47:47 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_memory_bandwidth",""
"skipped","Wed Oct 22 16:47:47 UTC 2025","Wed Oct 22 16:47:47 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_end_to_end_inference_throughput",""
"skipped","Wed Oct 22 16:47:48 UTC 2025","Wed Oct 22 16:47:48 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_transformer_inference_latency","Simulate Transformer encoder forward latency."
"skipped","Wed Oct 22 16:47:48 UTC 2025","Wed Oct 22 16:47:48 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_rnn_gru_throughput","Benchmark a multi-layer GRU, common in sequence modeling."
"passed","Wed Oct 22 16:46:30 UTC 2025","Wed Oct 22 16:46:41 UTC 2025","10686","tests","test_gpu_matrix_mul","","","","test_matrix_multiplication","Benchmark dense matrix multiplication."
"skipped","Wed Oct 22 16:43:40 UTC 2025","Wed Oct 22 16:43:40 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_vram_fragmentation_stability",""
"skipped","Wed Oct 22 16:46:07 UTC 2025","Wed Oct 22 16:46:07 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_fp16_gemm",""
"skipped","Wed Oct 22 16:47:47 UTC 2025","Wed Oct 22 16:47:47 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_fp16_gemm_throughput",""
"skipped","Wed Oct 22 16:47:47 UTC 2025","Wed Oct 22 16:47:47 UTC 2025","0","tests","test_multi_gpu","","","","test_cuda_tensorcore_mma",""
"passed","Wed Oct 22 16:47:35 UTC 2025","Wed Oct 22 16:47:38 UTC 2025","3124","tests","test_idle_baseline","","","","test_idle_baseline",""
"skipped","Wed Oct 22 16:47:48 UTC 2025","Wed Oct 22 16:47:48 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_mixed_precision_speedup","Compare FP32 vs AMP performance on a CNN forward pass."
"skipped","Wed Oct 22 16:47:47 UTC 2025","Wed Oct 22 16:47:47 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_transfer_bandwidth",""
"skipped","Wed Oct 22 16:47:48 UTC 2025","Wed Oct 22 16:47:48 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_vram_allocation_stability","Allocate/release VRAM repeatedly to detect fragmentation."
"passed","Wed Oct 22 16:47:48 UTC 2025","Wed Oct 22 16:47:49 UTC 2025","647","tests","test_parallel_training","","","","test_parallel_training",""
