"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Oct 24 17:44:01 UTC 2025","Fri Oct 24 17:44:01 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_opencl_kernel_execution",""
"passed","Fri Oct 24 17:44:19 UTC 2025","Fri Oct 24 17:44:20 UTC 2025","639","tests","test_parallel_training","","","","test_parallel_training",""
"skipped","Fri Oct 24 17:43:59 UTC 2025","Fri Oct 24 17:43:59 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_memory_bandwidth",""
"skipped","Fri Oct 24 17:41:51 UTC 2025","Fri Oct 24 17:41:51 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_gpu_cpu_transfer_bandwidth",""
"skipped","Fri Oct 24 17:44:04 UTC 2025","Fri Oct 24 17:44:04 UTC 2025","0","tests","test_multi_gpu","","","","test_cupy_vectorized_ops",""
"skipped","Fri Oct 24 17:44:10 UTC 2025","Fri Oct 24 17:44:10 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_distributeddataparallel_step","Benchmark a DDP training step, testing NCCL all-reduce."
"skipped","Fri Oct 24 17:44:16 UTC 2025","Fri Oct 24 17:44:16 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_fft_throughput","Benchmark cuFFT by performing a large 3D FFT and collecting telemetry."
"skipped","Fri Oct 24 17:44:19 UTC 2025","Fri Oct 24 17:44:19 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_cudnn_rnn_throughput",""
"skipped","Fri Oct 24 17:44:18 UTC 2025","Fri Oct 24 17:44:18 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_gnn_throughput","Benchmark a GNN layer, relying on underlying sparse-dense CUDA kernels."
"skipped","Fri Oct 24 17:42:49 UTC 2025","Fri Oct 24 17:42:49 UTC 2025","1","tests","test_gpu_mixed_precision","","","","test_mixed_precision_matmul","Benchmark matrix multiplication using mixed precision and track TFLOPS."
"skipped","Fri Oct 24 17:44:03 UTC 2025","Fri Oct 24 17:44:03 UTC 2025","0","tests","test_multi_gpu","","","","test_amp_performance",""
"skipped","Fri Oct 24 17:41:52 UTC 2025","Fri Oct 24 17:41:52 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_vram_fragmentation_stability",""
"skipped","Fri Oct 24 17:42:10 UTC 2025","Fri Oct 24 17:42:10 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_end_to_end_inference",""
