"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_tensor_core_speedup",""
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_cuda_graph_latency_speedup","Compare looped inference latency vs. CUDA Graph 'replay' latency."
"passed","Wed Oct 22 16:20:50 UTC 2025","Wed Oct 22 16:20:52 UTC 2025","1728","tests","test_gpu_model_inference","","","","Inference Load (Batch 128) - FPS: 47444.34",""
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_jit_fusion_speedup","Compare a standard Python op vs. a TorchScript JIT-fused kernel."
"passed","Wed Oct 22 16:17:51 UTC 2025","Wed Oct 22 16:20:16 UTC 2025","144437","tests","test_cpu_reference","","","","test_cpu_reference_operations","Compare CPU baseline to GPU performance."
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_dataloader_to_gpu_throughput","Benchmark data transfer from a parallel DataLoader to GPU."
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_rnn_gru_throughput","Benchmark a multi-layer GRU, common in sequence modeling."
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_tensor_core_gemm","Benchmark FP16 matrix multiplication using Tensor Cores."
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_vram_allocation_stability","Allocate/release VRAM repeatedly to detect fragmentation."
"skipped","Wed Oct 22 16:21:55 UTC 2025","Wed Oct 22 16:21:55 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_torch_compile_inference_speedup","Compare eager-mode inference vs. torch.compile() (Dynamo)."
