"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Oct 24 17:46:50 UTC 2025","Fri Oct 24 17:46:50 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_multi_gpu_all_reduce_latency","Benchmark the latency of NCCL all-reduce operation."
"passed","Fri Oct 24 17:47:00 UTC 2025","Fri Oct 24 17:47:01 UTC 2025","688","tests","test_parallel_training","","","","test_parallel_training",""
"passed","Fri Oct 24 17:46:25 UTC 2025","Fri Oct 24 17:46:27 UTC 2025","1952","tests","test_gpu_transformer","","","","test_transformer_inference","Benchmark transformer encoder inference on GPU."
"skipped","Fri Oct 24 17:46:54 UTC 2025","Fri Oct 24 17:46:54 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_transformer_inference_latency","Simulate Transformer encoder forward latency."
"skipped","Fri Oct 24 17:45:14 UTC 2025","Fri Oct 24 17:45:14 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_cnn_forward",""
"skipped","Fri Oct 24 17:46:42 UTC 2025","Fri Oct 24 17:46:42 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_kernel_launch_overhead",""
"skipped","Fri Oct 24 17:46:45 UTC 2025","Fri Oct 24 17:46:45 UTC 2025","1","tests","test_multi_gpu","","","","test_amp_performance",""
"skipped","Fri Oct 24 17:46:49 UTC 2025","Fri Oct 24 17:46:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_fp16_tensor_core_throughput","Benchmark FP16 Tensor Core performance (requires recent NVIDIA GPU)."
"skipped","Fri Oct 24 17:46:47 UTC 2025","Fri Oct 24 17:46:47 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_kernel_launch_latency","Benchmark the overhead of launching a minimal CUDA kernel."
"skipped","Fri Oct 24 17:45:03 UTC 2025","Fri Oct 24 17:45:03 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_vram_fragmentation_stability",""
