"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Oct 26 20:59:51 UTC 2025","Sun Oct 26 20:59:51 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_h2d_latency",""
"skipped","Sun Oct 26 20:58:34 UTC 2025","Sun Oct 26 20:58:34 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_cnn_forward",""
"skipped","Sun Oct 26 21:00:07 UTC 2025","Sun Oct 26 21:00:07 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_vram_allocation_stability","Allocate/release VRAM repeatedly to detect fragmentation."
"passed","Sun Oct 26 20:59:05 UTC 2025","Sun Oct 26 20:59:07 UTC 2025","1824","tests","test_gpu_model_inference","","","","Inference Load (Batch 512) - FPS: 208330.95",""
"passed","Sun Oct 26 20:58:52 UTC 2025","Sun Oct 26 20:58:57 UTC 2025","5216","tests","test_gpu_matrix_mul","","","","test_matrix_multiplication","Benchmark dense matrix multiplication."
"skipped","Sun Oct 26 20:58:35 UTC 2025","Sun Oct 26 20:58:35 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_transformer_latency",""
"skipped","Sun Oct 26 21:00:03 UTC 2025","Sun Oct 26 21:00:03 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_distributeddataparallel_step","Benchmark a DDP training step, testing NCCL all-reduce."
"passed","Sun Oct 26 20:59:36 UTC 2025","Sun Oct 26 20:59:40 UTC 2025","3123","tests","test_idle_baseline","","","","test_idle_baseline",""
"skipped","Sun Oct 26 20:59:02 UTC 2025","Sun Oct 26 20:59:02 UTC 2025","0","tests","test_gpu_mixed_precision","","","","test_mixed_precision_matmul","Benchmark matrix multiplication using mixed precision and track TFLOPS."
"skipped","Sun Oct 26 21:00:10 UTC 2025","Sun Oct 26 21:00:10 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_rnn_gru_throughput","Benchmark a multi-layer GRU, common in sequence modeling."
"passed","Sun Oct 26 20:58:32 UTC 2025","Sun Oct 26 20:58:32 UTC 2025","69","tests","test_data_preprocessing","","","","test_data_preprocessing",""
"skipped","Sun Oct 26 20:59:50 UTC 2025","Sun Oct 26 20:59:50 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_memory_bandwidth",""
"skipped","Sun Oct 26 20:59:53 UTC 2025","Sun Oct 26 20:59:53 UTC 2025","0","tests","test_multi_gpu","","","","test_cuda_tensorcore_mma",""
"skipped","Sun Oct 26 21:00:03 UTC 2025","Sun Oct 26 21:00:03 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_concurrent_kernel_streams","Benchmark concurrent execution using multiple CUDA streams."
"passed","Sun Oct 26 20:59:33 UTC 2025","Sun Oct 26 20:59:36 UTC 2025","2461","tests","test_gpu_transformer","","","","test_transformer_inference","Benchmark transformer encoder inference on GPU."
"skipped","Sun Oct 26 21:00:12 UTC 2025","Sun Oct 26 21:00:12 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_gnn_throughput","Benchmark a GNN layer, relying on underlying sparse-dense CUDA kernels."
"skipped","Sun Oct 26 21:00:02 UTC 2025","Sun Oct 26 21:00:02 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_multi_gpu_all_reduce_latency","Benchmark the latency of NCCL all-reduce operation."
"skipped","Sun Oct 26 21:00:09 UTC 2025","Sun Oct 26 21:00:09 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_sparse_embedding_lookup_speed","Benchmark sparse embedding lookups, common in recommender systems."
