"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 22:04:22 UTC 2025","Fri Oct 31 22:04:27 UTC 2025","5386","tests","test_gpu_matrix_mul","","","","test_matrix_multiplication","Benchmark dense matrix multiplication."
"skipped","Fri Oct 31 22:05:26 UTC 2025","Fri Oct 31 22:05:26 UTC 2025","2","tests","test_multi_gpu","","","","test_cupy_vectorized_ops",""
"skipped","Fri Oct 31 22:03:43 UTC 2025","Fri Oct 31 22:03:43 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_mixed_precision_bf16_speedup",""
"skipped","Fri Oct 31 22:04:01 UTC 2025","Fri Oct 31 22:04:01 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_fp16_gemm",""
"skipped","Fri Oct 31 22:05:27 UTC 2025","Fri Oct 31 22:05:27 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_device_detection","Validate CUDA/NVIDIA detection and info logging."
"skipped","Fri Oct 31 22:05:33 UTC 2025","Fri Oct 31 22:05:33 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_distributeddataparallel_step","Benchmark a DDP training step, testing NCCL all-reduce."
"passed","Fri Oct 31 22:04:32 UTC 2025","Fri Oct 31 22:04:34 UTC 2025","1735","tests","test_gpu_model_inference","","","","Inference Load (Batch 128) - FPS: 46741.9",""
"skipped","Fri Oct 31 22:05:42 UTC 2025","Fri Oct 31 22:05:42 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_cudnn_convolution_benchmark",""
"skipped","Fri Oct 31 22:04:04 UTC 2025","Fri Oct 31 22:04:04 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_memory_allocation",""
"passed","Fri Oct 31 22:04:00 UTC 2025","Fri Oct 31 22:04:00 UTC 2025","71","tests","test_data_preprocessing","","","","test_data_preprocessing",""
"skipped","Fri Oct 31 22:04:05 UTC 2025","Fri Oct 31 22:04:05 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_mixed_precision_gain",""
"skipped","Fri Oct 31 22:04:01 UTC 2025","Fri Oct 31 22:04:01 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_fp32_matmul_throughput",""
