"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Oct 24 18:20:52 UTC 2025","Fri Oct 24 18:21:03 UTC 2025","11410","tests","test_cpu_reference","","","","test_cpu_reference_operations","Benchmark CPU matrix multiplication and track GFLOPS."
"skipped","Fri Oct 24 18:21:08 UTC 2025","Fri Oct 24 18:21:08 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_batchnorm_throughput",""
"skipped","Fri Oct 24 18:23:11 UTC 2025","Fri Oct 24 18:23:11 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_gpu_cpu_transfer_bandwidth","Measure GPU to CPU data transfer bandwidth."
"skipped","Fri Oct 24 18:22:58 UTC 2025","Fri Oct 24 18:22:58 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_kernel_launch_overhead",""
"skipped","Fri Oct 24 18:23:02 UTC 2025","Fri Oct 24 18:23:02 UTC 2025","1","tests","test_multi_gpu","","","","test_cupy_vectorized_ops",""
"skipped","Fri Oct 24 18:22:57 UTC 2025","Fri Oct 24 18:22:57 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_memory_bandwidth",""
"skipped","Fri Oct 24 18:20:50 UTC 2025","Fri Oct 24 18:20:50 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_vram_fragmentation_stability",""
"passed","Fri Oct 24 18:21:54 UTC 2025","Fri Oct 24 18:21:56 UTC 2025","2092","tests","test_gpu_model_inference","","","","Inference Load (Batch 1024) - FPS: 85537.54",""
"skipped","Fri Oct 24 18:21:05 UTC 2025","Fri Oct 24 18:21:05 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_fp16_gemm",""
"passed","Fri Oct 24 18:21:51 UTC 2025","Fri Oct 24 18:21:53 UTC 2025","1878","tests","test_gpu_model_inference","","","","Inference Load (Batch 512) - FPS: 76842.12",""
"skipped","Fri Oct 24 18:20:48 UTC 2025","Fri Oct 24 18:20:48 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_cnn_forward_throughput",""
"skipped","Fri Oct 24 18:23:03 UTC 2025","Fri Oct 24 18:23:03 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_device_detection","Validate CUDA/NVIDIA detection and info logging."
"skipped","Fri Oct 24 18:23:10 UTC 2025","Fri Oct 24 18:23:10 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_cnn_forward_throughput","Benchmark ResNet-like CNN forward throughput."
"skipped","Fri Oct 24 18:21:06 UTC 2025","Fri Oct 24 18:21:06 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_cnn_forward",""
"skipped","Fri Oct 24 18:23:08 UTC 2025","Fri Oct 24 18:23:08 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_distributeddataparallel_step","Benchmark a DDP training step, testing NCCL all-reduce."
"skipped","Fri Oct 24 18:21:48 UTC 2025","Fri Oct 24 18:21:48 UTC 2025","0","tests","test_gpu_mixed_precision","","","","test_mixed_precision_matmul","Benchmark matrix multiplication using mixed precision and track TFLOPS."
"skipped","Fri Oct 24 18:20:49 UTC 2025","Fri Oct 24 18:20:49 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_gpu_cpu_transfer_bandwidth",""
"skipped","Fri Oct 24 18:23:05 UTC 2025","Fri Oct 24 18:23:05 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_fp32_gemm_throughput","Benchmark FP32 GEMM performance (non-Tensor Core)."
"passed","Fri Oct 24 18:21:33 UTC 2025","Fri Oct 24 18:21:44 UTC 2025","10431","tests","test_gpu_matrix_mul","","","","test_matrix_multiplication","Benchmark dense matrix multiplication."
"skipped","Fri Oct 24 18:21:07 UTC 2025","Fri Oct 24 18:21:07 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_memory_allocation",""
"skipped","Fri Oct 24 18:20:48 UTC 2025","Fri Oct 24 18:20:48 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_transformer_encoder_latency",""
"skipped","Fri Oct 24 18:20:51 UTC 2025","Fri Oct 24 18:20:51 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_end_to_end_inference_throughput",""
"skipped","Fri Oct 24 18:23:04 UTC 2025","Fri Oct 24 18:23:04 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_kernel_launch_latency","Benchmark the overhead of launching a minimal CUDA kernel."
"skipped","Fri Oct 24 18:20:47 UTC 2025","Fri Oct 24 18:20:47 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_fp16_gemm_throughput",""
"skipped","Fri Oct 24 18:23:07 UTC 2025","Fri Oct 24 18:23:07 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_multi_gpu_all_reduce_latency","Benchmark the latency of NCCL all-reduce operation."
"passed","Fri Oct 24 18:21:11 UTC 2025","Fri Oct 24 18:21:33 UTC 2025","21718","tests","test_gpu_convnet","","","","test_convnet_forward_pass","Benchmark simple CNN forward pass."
"skipped","Fri Oct 24 18:23:00 UTC 2025","Fri Oct 24 18:23:00 UTC 2025","0","tests","test_multi_gpu","","","","test_cuda_tensorcore_mma",""
