"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Oct 23 15:27:35 UTC 2025","Thu Oct 23 15:27:35 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_batchnorm_throughput",""
"passed","Thu Oct 23 15:28:32 UTC 2025","Thu Oct 23 15:28:34 UTC 2025","1684","tests","test_gpu_transformer","","","","test_transformer_inference","Benchmark transformer encoder inference on GPU."
"skipped","Thu Oct 23 15:28:50 UTC 2025","Thu Oct 23 15:28:50 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_gpu_cpu_transfer_bandwidth","Measure GPU to CPU data transfer bandwidth."
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_kernel_launch_latency","Benchmark the overhead of launching a minimal CUDA kernel."
"passed","Thu Oct 23 15:28:43 UTC 2025","Thu Oct 23 15:28:46 UTC 2025","2735","tests","test_inference_load","","","","test_inference_load[1024]",""
"skipped","Thu Oct 23 15:28:50 UTC 2025","Thu Oct 23 15:28:50 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_mixed_precision_speedup","Compare FP32 vs AMP performance on a CNN forward pass."
"skipped","Thu Oct 23 15:28:50 UTC 2025","Thu Oct 23 15:28:50 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_sparse_embedding_lookup_speed","Benchmark sparse embedding lookups, common in recommender systems."
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_end_to_end_inference_throughput","Benchmark end-to-end inference throughput for a vision model."
"passed","Thu Oct 23 15:28:38 UTC 2025","Thu Oct 23 15:28:41 UTC 2025","2241","tests","test_inference_load","","","","test_inference_load[128]",""
"skipped","Thu Oct 23 15:28:00 UTC 2025","Thu Oct 23 15:28:00 UTC 2025","0","tests","test_gpu_mixed_precision","","","","test_mixed_precision_matmul","Benchmark matrix multiplication using mixed precision and track TFLOPS."
"passed","Thu Oct 23 15:28:03 UTC 2025","Thu Oct 23 15:28:04 UTC 2025","1810","tests","test_gpu_model_inference","","","","Inference Load (Batch 512) - FPS: 164698.89",""
"skipped","Thu Oct 23 15:28:50 UTC 2025","Thu Oct 23 15:28:50 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_tensor_core_gemm","Benchmark FP16 matrix multiplication using Tensor Cores."
"skipped","Thu Oct 23 15:28:48 UTC 2025","Thu Oct 23 15:28:48 UTC 2025","2","tests","test_multi_gpu","","","","test_cuml_linear_regression",""
"skipped","Thu Oct 23 15:27:24 UTC 2025","Thu Oct 23 15:27:24 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_cnn_forward_throughput",""
"skipped","Thu Oct 23 15:28:46 UTC 2025","Thu Oct 23 15:28:46 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_fp32_gemm_throughput",""
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_distributeddataparallel_step","Benchmark a DDP training step, testing NCCL all-reduce."
"skipped","Thu Oct 23 15:28:50 UTC 2025","Thu Oct 23 15:28:50 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_transformer_inference_latency","Simulate Transformer encoder forward latency."
"passed","Thu Oct 23 15:27:36 UTC 2025","Thu Oct 23 15:27:37 UTC 2025","637","tests","test_gpu_compute","","","","test_tensor_operations_benchmark","Benchmark GPU tensor arithmetic (element-wise ops)."
"passed","Thu Oct 23 15:28:52 UTC 2025","Thu Oct 23 15:28:53 UTC 2025","674","tests","test_parallel_training","","","","test_parallel_training",""
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_h2d_bandwidth","Benchmark Host-to-Device (CPU to GPU) memory copy bandwidth."
"passed","Thu Oct 23 15:28:07 UTC 2025","Thu Oct 23 15:28:31 UTC 2025","24232","tests","test_gpu_stress","","","","test_gpu_stress",""
"skipped","Thu Oct 23 15:28:50 UTC 2025","Thu Oct 23 15:28:50 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_vram_allocation_stability","Allocate/release VRAM repeatedly to detect fragmentation."
"skipped","Thu Oct 23 15:27:24 UTC 2025","Thu Oct 23 15:27:24 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_device_memory_bandwidth",""
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_multi_gpu_all_reduce_latency","Benchmark the latency of NCCL all-reduce operation."
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_multi_gpu_p2p_bandwidth","Benchmark P2P memory copy between two GPUs (requires NVLink/PCIe link)."
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_fp32_gemm_throughput","Benchmark FP32 GEMM performance (non-Tensor Core)."
"skipped","Thu Oct 23 15:27:35 UTC 2025","Thu Oct 23 15:27:35 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_mixed_precision_gain",""
"passed","Thu Oct 23 15:28:41 UTC 2025","Thu Oct 23 15:28:43 UTC 2025","2555","tests","test_inference_load","","","","test_inference_load[512]",""
"passed","Thu Oct 23 15:28:34 UTC 2025","Thu Oct 23 15:28:37 UTC 2025","3114","tests","test_idle_baseline","","","","test_idle_baseline",""
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_concurrent_kernel_streams","Benchmark concurrent execution using multiple CUDA streams."
"skipped","Thu Oct 23 15:27:35 UTC 2025","Thu Oct 23 15:27:35 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_end_to_end_inference",""
"skipped","Thu Oct 23 15:27:24 UTC 2025","Thu Oct 23 15:27:24 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_vram_fragmentation_stability",""
"passed","Thu Oct 23 15:27:34 UTC 2025","Thu Oct 23 15:27:34 UTC 2025","71","tests","test_data_preprocessing","","","","test_data_preprocessing",""
"skipped","Thu Oct 23 15:27:24 UTC 2025","Thu Oct 23 15:27:24 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_end_to_end_inference_throughput",""
"skipped","Thu Oct 23 15:28:46 UTC 2025","Thu Oct 23 15:28:46 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_opencl_kernel_execution",""
"skipped","Thu Oct 23 15:28:51 UTC 2025","Thu Oct 23 15:28:51 UTC 2025","0","tests","test_nvidia_tensorrt_cudnn","TestNvidiaTensorRTandCuDNN","","","test_tensorrt_inference_speedup",""
"skipped","Thu Oct 23 15:27:35 UTC 2025","Thu Oct 23 15:27:35 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_memory_allocation",""
"skipped","Thu Oct 23 15:28:48 UTC 2025","Thu Oct 23 15:28:48 UTC 2025","2","tests","test_multi_gpu","","","","test_cupy_vectorized_ops",""
"passed","Thu Oct 23 15:28:01 UTC 2025","Thu Oct 23 15:28:02 UTC 2025","1697","tests","test_gpu_model_inference","","","","Inference Load (Batch 128) - FPS: 123192.36",""
"skipped","Thu Oct 23 15:28:48 UTC 2025","Thu Oct 23 15:28:48 UTC 2025","0","tests","test_multi_gpu","","","","test_cuda_tensorcore_mma",""
"skipped","Thu Oct 23 15:27:35 UTC 2025","Thu Oct 23 15:27:35 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_cnn_forward",""
"skipped","Thu Oct 23 15:28:46 UTC 2025","Thu Oct 23 15:28:46 UTC 2025","0","tests","test_intel_gpu_accelerator","TestIntelGPUAccelerator","","","test_memory_bandwidth",""
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_d2d_bandwidth","Benchmark Device-to-Device (GPU to GPU) memory copy bandwidth."
"skipped","Thu Oct 23 15:28:49 UTC 2025","Thu Oct 23 15:28:49 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_fp16_tensor_core_throughput","Benchmark FP16 Tensor Core performance (requires recent NVIDIA GPU)."
"broken","Thu Oct 23 15:27:26 UTC 2025","Thu Oct 23 15:27:33 UTC 2025","7194","tests","test_cpu_reference","","","","test_cpu_reference_operations","Benchmark CPU matrix multiplication and track GFLOPS."
