"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 28 16:12:44 UTC 2025","Tue Oct 28 16:12:44 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_gpu_cpu_transfer_bandwidth",""
"skipped","Tue Oct 28 16:13:06 UTC 2025","Tue Oct 28 16:13:06 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_batchnorm_throughput",""
"passed","Tue Oct 28 16:13:35 UTC 2025","Tue Oct 28 16:13:37 UTC 2025","1732","tests","test_gpu_model_inference","","","","Inference Load (Batch 128) - FPS: 122779.46",""
"passed","Tue Oct 28 16:12:51 UTC 2025","Tue Oct 28 16:12:53 UTC 2025","1604","tests","test_cpu_reference","","","","CPU Baseline: Conv2D (512x512 Input, 64->128 Ch)",""
"passed","Tue Oct 28 16:13:08 UTC 2025","Tue Oct 28 16:13:10 UTC 2025","1862","tests","test_gpu_compute","","","","test_tensor_operations_benchmark","Benchmark GPU tensor arithmetic (element-wise ops)."
"skipped","Tue Oct 28 16:12:46 UTC 2025","Tue Oct 28 16:12:46 UTC 2025","0","tests","test_amd_gpu_accelerator","TestAmdGPUAccelerator","","","test_multi_gpu_scaling",""
"passed","Tue Oct 28 16:12:49 UTC 2025","Tue Oct 28 16:12:49 UTC 2025","0","tests","test_cpu_benchmark","","","","test_cpu_matrix_arithmetic",""
"passed","Tue Oct 28 16:13:40 UTC 2025","Tue Oct 28 16:13:42 UTC 2025","2045","tests","test_gpu_model_inference","","","","Inference Load (Batch 1024) - FPS: 137386.22",""
"skipped","Tue Oct 28 16:14:39 UTC 2025","Tue Oct 28 16:14:39 UTC 2025","0","tests","test_nvidia_real_gpu","TestRealNvidiaGPU","","","test_cnn_forward_throughput","Benchmark ResNet-like CNN forward throughput."
"passed","Tue Oct 28 16:14:19 UTC 2025","Tue Oct 28 16:14:22 UTC 2025","2742","tests","test_inference_load","","","","test_inference_load[1024]",""
"skipped","Tue Oct 28 16:13:06 UTC 2025","Tue Oct 28 16:13:06 UTC 2025","0","tests","test_directml_gpu_accelerator","TestDirectMLAccelerator","","","test_mixed_precision_gain",""
"passed","Tue Oct 28 16:14:13 UTC 2025","Tue Oct 28 16:14:15 UTC 2025","2303","tests","test_inference_load","","","","test_inference_load[128]",""
"skipped","Tue Oct 28 16:14:33 UTC 2025","Tue Oct 28 16:14:33 UTC 2025","0","tests","test_nvidia_gpu_accelerator","TestNvidiaGPUAccelerator","","","test_fp32_gemm_throughput","Benchmark FP32 GEMM performance (non-Tensor Core)."
"passed","Tue Oct 28 16:13:31 UTC 2025","Tue Oct 28 16:13:34 UTC 2025","3047","tests","test_gpu_memory","","","","test_gpu_memory_allocation","Validate GPU memory allocation, cleanup, and capture memory usage."
