"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","0","tests","test_multi_gpu","","","","test_tensorflow_multi_gpu_train",""
"passed","Tue Oct 21 19:56:27 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","2630","tests","test_inference_load","","","","test_inference_load[1024]",""
"skipped","Tue Oct 21 19:55:59 UTC 2025","Tue Oct 21 19:55:59 UTC 2025","1","tests","test_gpu_mixed_precision","","","","test_mixed_precision_matmul","Benchmark matrix multiplication using mixed precision."
"passed","Tue Oct 21 19:55:55 UTC 2025","Tue Oct 21 19:55:59 UTC 2025","3322","tests","test_gpu_matrix_mul","","","","test_matrix_multiplication","Benchmark dense matrix multiplication."
"passed","Tue Oct 21 19:56:02 UTC 2025","Tue Oct 21 19:56:04 UTC 2025","1820","tests","test_gpu_model_inference","","","","Inference Load (Batch 1024) - FPS: 245832.01",""
"skipped","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","0","tests","test_multi_gpu","","","","test_cuda_tensorcore_mma",""
"skipped","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","0","tests","test_multi_gpu","","","","test_amp_performance",""
"passed","Tue Oct 21 19:56:18 UTC 2025","Tue Oct 21 19:56:20 UTC 2025","1964","tests","test_gpu_transformer","","","","test_transformer_inference","Benchmark transformer encoder inference on GPU."
"skipped","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","2","tests","test_multi_gpu","","","","test_cupy_vectorized_ops",""
"skipped","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","0","tests","test_multi_gpu","","","","test_cudnn_conv_benchmark",""
"passed","Tue Oct 21 19:55:41 UTC 2025","Tue Oct 21 19:55:43 UTC 2025","1728","tests","test_gpu_compute","","","","test_tensor_operations_benchmark","Benchmark GPU tensor arithmetic (element-wise ops)."
"skipped","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:30 UTC 2025","0","tests","test_multi_gpu","","","","test_cuml_linear_regression",""
"passed","Tue Oct 21 19:56:04 UTC 2025","Tue Oct 21 19:56:18 UTC 2025","13747","tests","test_gpu_stress","","","","test_gpu_stress",""
"passed","Tue Oct 21 19:55:59 UTC 2025","Tue Oct 21 19:56:01 UTC 2025","1695","tests","test_gpu_model_inference","","","","Inference Load (Batch 128) - FPS: 126043.72",""
"passed","Tue Oct 21 19:55:41 UTC 2025","Tue Oct 21 19:55:41 UTC 2025","1","tests","test_data_preprocessing","","","","test_data_preprocessing",""
"passed","Tue Oct 21 19:56:25 UTC 2025","Tue Oct 21 19:56:27 UTC 2025","2174","tests","test_inference_load","","","","test_inference_load[512]",""
"passed","Tue Oct 21 19:55:59 UTC 2025","Tue Oct 21 19:55:59 UTC 2025","53","tests","test_gpu_memory","","","","test_gpu_memory_allocation","Validate GPU memory allocation and cleanup."
"passed","Tue Oct 21 19:56:23 UTC 2025","Tue Oct 21 19:56:25 UTC 2025","2281","tests","test_inference_load","","","","test_inference_load[128]",""
"passed","Tue Oct 21 19:55:43 UTC 2025","Tue Oct 21 19:55:55 UTC 2025","12450","tests","test_gpu_convnet","","","","test_convnet_forward_pass","Benchmark simple CNN forward pass."
"passed","Tue Oct 21 19:56:30 UTC 2025","Tue Oct 21 19:56:31 UTC 2025","679","tests","test_parallel_training","","","","test_parallel_training",""
"passed","Tue Oct 21 19:56:01 UTC 2025","Tue Oct 21 19:56:02 UTC 2025","1744","tests","test_gpu_model_inference","","","","Inference Load (Batch 512) - FPS: 255208.3",""
"passed","Tue Oct 21 19:56:20 UTC 2025","Tue Oct 21 19:56:23 UTC 2025","3121","tests","test_idle_baseline","","","","test_idle_baseline",""
